Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status,Days_To_FNOL,Days_To_Settlement,Estimated_Claim_Amount_winsor,Estimated_Claim_Amount_log1p,Ultimate_Claim_Amount_winsor,Ultimate_Claim_Amount_log1p,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band,tp_count,has_third_party,TP_Injury_Severity_code_mean,TP_Injury_Severity_code_max
CLM31336,POL10265,2022-03-22,2022-03-22,Collision,Low,False,True,1318,722.0,Minor,2022-06-05,settled,0,75.0,1318.0,7.1846291527173145,722.0,6.583409222158765,CUST20265,78,Male,Self-Employed,Edinburgh,18517,58,Sedan,16,Good,2,1,1.0,1.0
CLM31337,POL12661,2023-07-03,2023-07-03,Collision,Low,False,False,2837,2185.0,Minor,2023-09-09,settled,0,68.0,2837.0,7.950854857719988,2185.0,7.689828668736484,CUST22661,68,Female,Retired,Glasgow,9741,47,Hatchback,14,Good,0,0,,
CLM31338,POL10389,2022-03-22,2022-03-23,Collision,Low,False,False,1768,1059.0,Minor,2022-04-22,settled,1,30.0,1768.0,7.478169694159785,1059.0,6.966024187106113,CUST20389,18,Male,Student,Glasgow,15115,0,Hatchback,18,Fair,0,0,,
CLM31339,POL10282,2021-07-29,2021-07-29,Weather,Low,False,False,11427,11266.0,Major,2021-10-05,settled,0,68.0,11427.0,9.343821763350663,11266.0,9.329633378164166,CUST20282,44,Male,Employed,Manchester,16778,23,SUV,5,Fair,2,1,1.5,2.0
CLM31340,POL14453,2022-11-30,2022-12-05,Theft,Low,False,True,4406,2918.0,Minor,2023-01-07,settled,5,33.0,4406.0,8.390949464841986,2918.0,7.978996370854115,CUST24453,56,Male,Self-Employed,Leeds,13836,38,Sedan,0,Fair,2,1,1.0,1.0
CLM31341,POL13718,2020-06-05,2020-06-07,Collision,Low,False,False,2109,1140.0,Minor,2020-08-06,settled,2,60.0,2109.0,7.6544432264701125,1140.0,7.039660349862076,CUST23718,29,Female,Self-Employed,Edinburgh,13834,11,Sedan,7,Good,0,0,,
CLM31342,POL10385,2024-01-13,2024-01-16,Collision,Low,False,False,17032,13559.0,Major,2024-04-17,settled,3,92.0,17032.0,9.742907917860578,13559.0,9.514879561494386,CUST20385,49,Female,Employed,London,13532,28,Van,14,Fair,0,0,,
CLM31343,POL10725,2019-06-20,2019-06-23,Collision,Low,False,False,6787,5217.0,Moderate,2019-09-08,settled,3,77.0,6787.0,8.822911626354117,5217.0,8.559869465696673,CUST20725,79,Male,Retired,Glasgow,500,59,Sedan,10,Fair,0,0,,
CLM31344,POL13097,2019-09-27,2019-09-27,Collision,Low,False,False,2783,1745.0,Minor,2019-12-12,settled,0,76.0,2783.0,7.931644021454311,1745.0,7.465082736399547,CUST23097,46,Male,Employed,Glasgow,8370,24,SUV,0,Good,0,0,,
CLM31345,POL10776,2019-09-03,2019-09-07,Weather,Low,False,False,17599,13477.0,Major,2019-11-03,settled,4,57.0,17599.0,9.775654181026242,13477.0,9.508814005506162,CUST20776,68,Female,Retired,Manchester,15805,49,Motorcycle,13,Fair,0,0,,
CLM31346,POL12570,2019-10-05,2019-10-05,Collision,Low,False,False,5849,3538.0,Moderate,2019-12-06,settled,0,62.0,5849.0,8.674196940225903,3538.0,8.171599480345463,CUST22570,33,Female,Student,London,13986,14,Sedan,2,Fair,0,0,,
CLM31347,POL14362,2023-07-23,2023-07-23,Fire,Low,False,False,19492,9806.0,Minor,2023-09-12,settled,0,51.0,19492.0,9.877810705746144,9806.0,9.19085169539232,CUST24362,41,Female,Self-Employed,Cardiff,12474,20,Coupe,1,Excellent,0,0,,
CLM31348,POL12479,2019-10-19,2019-10-21,Collision,Low,False,False,5476,4494.0,Moderate,2020-01-18,settled,2,89.0,5476.0,8.608312784783722,4494.0,8.410720946905721,CUST22479,45,Male,Self-Employed,Leeds,10731,26,Hatchback,3,Good,0,0,,
CLM31349,POL13919,2022-11-23,2022-11-24,Weather,Low,False,False,3382,2568.0,Minor,2023-01-04,settled,1,41.0,3382.0,8.12651816878071,2568.0,7.851271997109883,CUST23919,61,Female,Retired,Bristol,11347,43,Motorcycle,13,Good,0,0,,
CLM31350,POL11252,2020-03-04,2020-03-06,Fire,Low,False,False,15005,13088.0,Minor,2020-04-09,settled,2,34.0,15005.0,9.616205400105674,13088.0,9.479527461791719,CUST21252,47,Female,Employed,Edinburgh,9752,29,Hatchback,1,Good,1,1,1.0,1.0
CLM31351,POL12025,2024-12-14,2024-12-15,Vandalism,High,False,False,8600,7142.0,Major,2026-02-06,settled,1,418.0,8600.0,9.059633754551479,7142.0,8.873888135154973,CUST22025,18,Female,Employed,London,9946,0,SUV,6,Poor,0,0,,
CLM31352,POL14892,2019-05-22,2019-05-25,Vandalism,Low,False,False,2544,2790.0,Moderate,2019-07-10,settled,3,46.0,2544.0,7.841885928984623,2790.0,7.934155233536322,CUST24892,65,Female,Retired,Glasgow,10582,47,Sedan,20,Fair,1,1,1.0,1.0
CLM31353,POL13008,2025-04-17,2025-04-22,Weather,Low,False,False,4729,4068.0,Moderate,2025-07-17,settled,5,86.0,4729.0,8.46168048148598,4068.0,8.31115254800169,CUST23008,30,Male,Student,Manchester,13915,12,Sedan,1,Fair,0,0,,
CLM31354,POL13874,2025-01-05,2025-01-06,Fire,Medium,False,False,19937,13491.0,Minor,2025-05-10,settled,1,124.0,19937.0,9.90038273758265,13491.0,9.50985219618154,CUST23874,37,Male,Employed,Edinburgh,16423,15,SUV,15,Excellent,0,0,,
CLM31355,POL12457,2025-01-05,2025-01-05,Vandalism,Low,False,True,1230,719.0,Minor,2025-02-05,settled,0,31.0,1230.0,7.115582126184454,719.0,6.579251212010101,CUST22457,79,Female,Retired,Cardiff,10320,60,Sedan,0,Excellent,0,0,,
CLM31356,POL12025,2022-05-31,2022-06-01,Fire,Medium,False,True,42773,32057.0,Moderate,2022-10-24,settled,1,145.0,42773.0,10.663685720345683,32057.0,10.375302041185826,CUST22025,18,Female,Employed,London,9946,0,SUV,6,Poor,0,0,,
CLM31357,POL14448,2020-02-01,2020-02-03,Collision,Medium,False,False,9961,11004.0,Major,2020-08-14,settled,2,193.0,9961.0,9.20653313363323,11004.0,9.306104993960561,CUST24448,25,Male,Employed,Glasgow,15226,6,Van,20,Fair,1,1,1.0,1.0
CLM31358,POL12713,2023-04-28,2023-04-28,Collision,Low,False,False,4309,3703.0,Moderate,2023-06-15,settled,0,48.0,4309.0,8.368693183097793,3703.0,8.21716859576607,CUST22713,52,Male,Retired,Liverpool,9863,33,Hatchback,5,Excellent,0,0,,
CLM31359,POL11073,2022-09-06,2022-09-06,Vandalism,Low,False,False,1459,1150.0,Minor,2022-11-08,settled,0,63.0,1459.0,7.286191714702382,1150.0,7.048386408721883,CUST21073,32,Female,Employed,Glasgow,9320,10,Hatchback,20,Fair,0,0,,
CLM31360,POL14699,2023-06-17,2023-06-20,Collision,Low,False,False,6700,5822.0,Moderate,2023-08-14,settled,3,55.0,6700.0,8.81001204797317,5822.0,8.66957087183712,CUST24699,70,Female,Retired,Manchester,7669,51,SUV,9,Excellent,0,0,,
CLM31361,POL14092,2019-04-17,2019-04-17,Collision,Low,False,False,2117,1588.0,Minor,2019-06-17,settled,0,61.0,2117.0,7.658227526161352,1588.0,7.370860166536716,CUST24092,79,Male,Retired,Edinburgh,7711,60,SUV,8,Excellent,1,1,1.0,1.0
CLM31362,POL13307,2021-12-10,2021-12-10,Collision,Medium,True,False,15235,12475.0,Major,2022-05-22,settled,0,163.0,15235.0,9.631416327598494,12475.0,9.431562077727694,CUST23307,52,Male,Employed,Leeds,15133,30,Sedan,3,Excellent,1,1,1.0,1.0
CLM31363,POL12948,2025-06-13,2025-06-14,Collision,Medium,False,False,1728,3129.0,Minor,2025-09-05,settled,1,83.0,1728.0,7.455298485683291,3129.0,8.048788283534199,CUST22948,53,Female,Employed,London,18334,32,Hatchback,3,Good,0,0,,
CLM31364,POL13386,2022-03-21,2022-03-27,Collision,Medium,False,False,4700,3151.0,Moderate,2022-06-05,settled,6,70.0,4700.0,8.45553053102413,3151.0,8.05579245097777,CUST23386,65,Female,Retired,Cardiff,7446,43,Hatchback,19,Good,0,0,,
CLM31365,POL13176,2022-08-29,2022-08-29,Theft,Low,False,False,47869,36346.0,Major,2022-12-06,settled,0,99.0,47869.0,10.776244282386555,36346.0,10.500866948606694,CUST23176,22,Female,Student,Liverpool,9307,0,Sedan,15,Good,1,1,1.0,1.0
CLM31366,POL13695,2019-11-17,2019-11-17,Collision,Low,False,False,4586,2811.0,Moderate,2020-01-17,settled,0,61.0,4586.0,8.430981494597171,2811.0,7.941651252930556,CUST23695,72,Female,Retired,Leeds,13607,51,SUV,17,Excellent,0,0,,
CLM31367,POL13975,2025-03-13,2025-03-14,Vandalism,Medium,False,True,23238,23113.0,Severe,2025-09-13,settled,1,183.0,23238.0,10.053587180780166,23113.0,10.048193773535386,CUST23975,68,Female,Self-Employed,Liverpool,9156,50,Coupe,8,Excellent,0,0,,
CLM31368,POL14827,2024-05-28,2024-05-28,Collision,Low,False,False,1656,1161.0,Minor,2024-08-03,settled,0,67.0,1656.0,7.4127640174265625,1161.0,7.057897937411856,CUST24827,27,Female,Employed,London,14718,7,Motorcycle,18,Excellent,0,0,,
CLM31369,POL10819,2021-02-06,2021-02-09,Collision,Low,False,False,1647,1386.0,Minor,2021-03-13,settled,3,32.0,1647.0,7.4073177104694174,1386.0,7.234898420314831,CUST20819,44,Male,Self-Employed,London,18387,22,Sedan,7,Poor,1,1,1.0,1.0
CLM31370,POL13533,2020-06-13,2020-06-14,Collision,Low,False,False,2615,1536.0,Minor,2020-07-29,settled,1,45.0,2615.0,7.86940171257709,1536.0,7.337587743538596,CUST23533,42,Female,Employed,London,11156,22,Motorcycle,6,Poor,0,0,,
CLM31371,POL12377,2024-02-15,2024-02-18,Collision,Low,False,False,2178,1693.0,Minor,2024-05-04,settled,3,76.0,2178.0,7.68662133494462,1693.0,7.434847875211999,CUST22377,55,Male,Employed,Cardiff,11169,35,Coupe,11,Excellent,0,0,,
CLM31372,POL14172,2021-03-25,2021-03-26,Collision,High,False,False,35180,36522.0,Severe,2022-02-24,settled,1,335.0,35180.0,10.468261443129174,36522.0,10.505697478103938,CUST24172,66,Female,Retired,London,7440,48,SUV,19,Fair,0,0,,
CLM31373,POL13729,2019-12-06,2019-12-06,Weather,Medium,False,False,2410,1429.0,Minor,2020-04-26,settled,0,142.0,2410.0,7.787796878181171,1429.0,7.265429723253953,CUST23729,61,Male,Self-Employed,Birmingham,8893,39,Hatchback,19,Good,0,0,,
CLM31375,POL13817,2024-12-14,2024-12-16,Fire,Medium,False,False,27855,26329.0,Moderate,2025-03-19,settled,2,93.0,27855.0,10.23480366200797,26329.0,10.178464252490356,CUST23817,70,Female,Retired,Glasgow,10913,50,Sedan,16,Good,0,0,,
CLM31376,POL12456,2022-11-02,2022-11-03,Other,Medium,False,False,7845,6402.0,Moderate,2023-04-20,settled,1,168.0,7845.0,8.967759126769497,6402.0,8.764521909518802,CUST22456,39,Male,Self-Employed,Manchester,22883,18,Van,8,Good,0,0,,
CLM31377,POL12642,2020-01-02,2020-01-08,Vandalism,Low,False,False,3717,2991.0,Moderate,2020-03-30,settled,6,82.0,3717.0,8.220941168281389,2991.0,8.003697339094368,CUST22642,73,Male,Employed,Cardiff,10725,54,SUV,6,Good,1,1,1.0,1.0
CLM31378,POL14497,2021-11-03,2021-11-07,Other,Low,False,False,2307,1686.0,Minor,2021-12-13,settled,4,36.0,2307.0,7.744136627627991,1686.0,7.430707082545968,CUST24497,73,Male,Retired,Cardiff,15289,52,Sedan,1,Poor,0,0,,
CLM31379,POL13597,2025-02-25,2025-02-26,Collision,High,False,False,14694,11996.0,Major,2025-11-06,settled,1,253.0,14694.0,9.595262578853017,11996.0,9.392411897514927,CUST23597,73,Female,Employed,Glasgow,16021,54,Hatchback,14,Good,0,0,,
CLM31380,POL12479,2021-04-02,2021-04-05,Weather,Low,False,False,3013,2307.0,Minor,2021-06-18,settled,3,74.0,3013.0,8.01102337918644,2307.0,7.744136627627991,CUST22479,45,Male,Self-Employed,Leeds,10731,26,Hatchback,3,Good,0,0,,
CLM31381,POL13616,2023-07-12,2023-07-15,Collision,Low,False,False,2229,1115.0,Minor,2023-08-20,settled,3,36.0,2229.0,7.709756864454165,1115.0,7.017506142941256,CUST23616,38,Male,Employed,Cardiff,13820,19,Hatchback,5,Good,1,1,1.0,1.0
CLM31382,POL12248,2025-01-02,2025-01-02,Collision,Medium,False,False,5318,3571.0,Moderate,2025-03-24,settled,0,81.0,5318.0,8.579040594742317,3571.0,8.18088094199639,CUST22248,53,Female,Self-Employed,Leeds,12155,34,Sedan,4,Excellent,0,0,,
CLM31383,POL12100,2025-09-08,2025-09-11,Weather,Medium,True,False,3674,2897.0,Minor,2025-11-23,settled,3,73.0,3674.0,8.209308411646937,2897.0,7.971776122880628,CUST22100,34,Male,Employed,Cardiff,7568,13,Hatchback,3,Good,0,0,,
CLM31384,POL11788,2025-08-06,2025-08-06,Weather,Low,False,False,6290,4351.0,Moderate,2025-10-14,settled,0,69.0,6290.0,8.74687531957003,4351.0,8.378390788535778,CUST21788,19,Male,Student,Liverpool,13712,0,Hatchback,11,Good,0,0,,
CLM31385,POL12845,2024-12-16,2024-12-20,Theft,Medium,False,False,7772,5328.0,Minor,2025-03-19,settled,4,89.0,7772.0,8.958411469230219,5328.0,8.580918882296782,CUST22845,36,Female,Self-Employed,Birmingham,12334,15,Sedan,17,Poor,0,0,,
CLM31386,POL13437,2019-01-04,2019-01-05,Fire,Low,False,False,75520,54981.0,Major,2019-03-26,settled,1,80.0,75520.0,11.232166042257138,54981.0,10.914761137921928,CUST23437,44,Male,Self-Employed,Birmingham,15138,22,Coupe,12,Good,0,0,,
CLM31387,POL13874,2025-07-18,2025-07-21,Theft,Low,True,False,28586,21808.0,Major,2025-10-06,settled,3,77.0,28586.0,10.260707348016298,21808.0,9.990078007617226,CUST23874,37,Male,Employed,Edinburgh,16423,15,SUV,15,Excellent,0,0,,
CLM31388,POL12783,2021-09-18,2021-09-19,Collision,Medium,False,True,1800,1405.0,Minor,2022-01-10,settled,1,113.0,1800.0,7.496097345175956,1405.0,7.2485040723706105,CUST22783,78,Male,Retired,Glasgow,14108,59,SUV,5,Excellent,1,1,1.0,1.0
CLM31389,POL10311,2019-01-15,2019-01-15,Weather,High,False,False,7881,7222.0,Moderate,2020-04-19,settled,0,460.0,7881.0,8.97233695775495,7222.0,8.885025658050846,CUST20311,20,Male,Self-Employed,Cardiff,8780,0,SUV,3,Good,2,1,1.0,1.0
CLM31390,POL12616,2020-09-26,2020-09-28,Collision,High,False,False,170818,154418.0,Catastrophic,2021-08-25,settled,2,331.0,170818.0,12.04835979536756,154418.0,11.94742496599674,CUST22616,19,Female,Student,Birmingham,12308,0,Sedan,12,Poor,0,0,,
CLM31391,POL14778,2021-10-12,2021-10-13,Collision,Medium,False,False,43734,45555.0,Severe,2022-01-26,settled,1,105.0,43734.0,10.685903975853956,45555.0,10.726697617394242,CUST24778,79,Female,Retired,Newcastle,17186,58,Hatchback,8,Fair,0,0,,
CLM31393,POL12497,2022-07-11,2022-07-11,Vandalism,Low,False,False,24825,28160.0,Severe,2022-11-25,settled,0,137.0,24825.0,10.119646770075892,28160.0,10.2456933210051,CUST22497,78,Female,Retired,Glasgow,17110,58,Coupe,13,Excellent,0,0,,
CLM31394,POL12333,2022-08-26,2022-08-27,Vandalism,Medium,False,False,24667,21005.0,Severe,2023-01-22,settled,1,148.0,24667.0,10.113262136111384,21005.0,9.952563390182721,CUST22333,53,Female,Retired,Cardiff,14678,32,Van,18,Poor,1,1,1.0,1.0
CLM31395,POL14874,2018-10-14,2018-10-14,Weather,High,False,False,18741,17219.0,Major,2019-04-04,settled,0,172.0,18741.0,9.838522273683768,17219.0,9.753826777981722,CUST24874,74,Male,Self-Employed,Edinburgh,19940,56,Van,5,Poor,2,1,1.0,1.0
CLM31396,POL14716,2020-10-01,2020-10-01,Fire,Low,False,False,19935,24071.0,Minor,2020-11-28,settled,0,58.0,19935.0,9.90028242158718,24071.0,10.088804618309881,CUST24716,47,Female,Student,Liverpool,17294,26,SUV,11,Good,0,0,,
CLM31398,POL12150,2025-01-24,2025-01-24,Collision,Low,False,False,5298,3778.0,Moderate,2025-03-29,settled,0,64.0,5298.0,8.575273402492762,3778.0,8.237214703349489,CUST22150,46,Female,Employed,Manchester,12065,25,Hatchback,20,Good,0,0,,
CLM31399,POL11180,2023-03-18,2023-03-21,Theft,Low,False,True,79920,70347.0,Severe,2023-07-16,settled,3,117.0,79920.0,11.288793925756666,70347.0,11.161209632856254,CUST21180,63,Male,Self-Employed,Liverpool,14385,44,Sedan,11,Excellent,0,0,,
CLM31400,POL11990,2019-07-01,2019-07-01,Collision,Medium,False,False,2375,2045.0,Minor,2019-12-25,settled,0,177.0,2375.0,7.773173680482536,2045.0,7.6236419465115715,CUST21990,40,Male,Student,London,7292,22,SUV,14,Fair,0,0,,
CLM31401,POL13242,2020-04-22,2020-04-22,Theft,Low,False,True,6691,5906.0,Minor,2020-06-17,settled,0,56.0,6691.0,8.808668062106715,5906.0,8.683893367307235,CUST23242,28,Male,Employed,London,10103,7,Sedan,9,Good,0,0,,
CLM31402,POL10696,2019-01-22,2019-01-27,Collision,Medium,False,False,2667,4695.0,Minor,2019-06-02,settled,5,126.0,2667.0,7.889084407035514,4695.0,8.454466361507933,CUST20696,68,Male,Retired,Leeds,14095,48,Van,6,Good,0,0,,
CLM31403,POL12549,2019-09-29,2019-10-03,Weather,Medium,False,False,14473,13505.0,Major,2020-02-24,settled,4,144.0,14473.0,9.580109215426074,13505.0,9.510889310134788,CUST22549,33,Female,Self-Employed,London,9120,11,Van,2,Excellent,0,0,,
CLM31404,POL10048,2024-08-30,2024-08-31,Collision,Low,False,False,1186,755.0,Minor,2024-10-08,settled,1,38.0,1186.0,7.079184394609668,755.0,6.628041376179533,CUST20048,43,Female,Employed,Edinburgh,9511,21,Hatchback,10,Fair,0,0,,
CLM31405,POL12961,2021-02-16,2021-02-16,Vandalism,Medium,False,False,4416,3219.0,Major,2021-05-20,settled,0,93.0,4416.0,8.393216011596527,3219.0,8.077136638538454,CUST22961,20,Female,Student,Liverpool,7941,0,Coupe,17,Excellent,0,0,,
CLM31407,POL14069,2023-06-04,2023-06-04,Theft,Low,False,False,4988,3457.0,Minor,2023-08-23,settled,0,80.0,4988.0,8.514990767861038,3457.0,8.148445666243235,CUST24069,20,Female,Employed,Bristol,6873,1,Motorcycle,8,Good,0,0,,
CLM31408,POL13385,2023-10-21,2023-10-24,Collision,High,False,False,98635,105312.0,Catastrophic,2024-11-18,settled,3,391.0,98635.0,11.499191585515586,105312.0,11.564692147292028,CUST23385,71,Male,Unemployed,Glasgow,7311,51,Van,2,Excellent,1,1,1.0,1.0
CLM31409,POL10177,2022-07-16,2022-07-21,Collision,High,False,True,12022,11856.0,Major,2023-03-09,settled,5,231.0,12022.0,9.394576760974909,11856.0,9.380673689458071,CUST20177,22,Male,Student,Newcastle,15538,1,Motorcycle,14,Excellent,0,0,,
CLM31410,POL10169,2020-06-24,2020-06-26,Other,Low,False,False,13207,12874.0,Major,2020-10-11,settled,2,107.0,13207.0,9.488577985599964,12874.0,9.463042725531936,CUST20169,62,Male,Employed,Leeds,7141,41,SUV,20,Good,0,0,,
CLM31411,POL13838,2022-11-12,2022-11-12,Weather,Low,False,True,1900,1328.0,Minor,2022-12-25,settled,0,43.0,1900.0,7.550135342488429,1328.0,7.192182058713246,CUST23838,62,Female,Employed,Cardiff,6940,41,Van,1,Good,0,0,,
CLM31412,POL14181,2022-03-18,2022-03-22,Weather,Low,False,False,8162,6672.0,Moderate,2022-06-12,settled,4,82.0,8162.0,9.007367027451355,6672.0,8.805824812903607,CUST24181,55,Male,Employed,Bristol,16071,37,Van,7,Good,1,1,2.0,2.0
CLM31413,POL14615,2022-05-09,2022-05-11,Collision,Medium,False,False,36889,37326.0,Severe,2022-11-30,settled,2,203.0,36889.0,10.515695790590721,37326.0,10.527472204361002,CUST24615,72,Female,Employed,Cardiff,6129,51,Sedan,3,Good,1,1,1.0,1.0
CLM31414,POL13517,2025-01-29,2025-01-30,Weather,Low,False,False,23463,18698.0,Major,2025-03-16,settled,1,45.0,23463.0,10.063222610657286,18698.0,9.83622532547696,CUST23517,58,Female,Employed,Manchester,13024,38,Sedan,11,Fair,0,0,,
CLM31415,POL12798,2025-05-27,2025-05-28,Collision,Low,False,False,5568,8230.0,Moderate,2025-08-23,settled,1,87.0,5568.0,8.624970783589669,8230.0,9.015662792972645,CUST22798,65,Female,Retired,Leeds,12756,47,Hatchback,13,Excellent,1,1,1.0,1.0
CLM31416,POL12224,2019-09-01,2019-09-02,Collision,Low,False,True,5450,4447.0,Moderate,2019-12-07,settled,1,96.0,5450.0,8.603554357064281,4447.0,8.400209835930418,CUST22224,64,Female,Self-Employed,Leeds,4145,44,Coupe,16,Fair,1,1,1.0,1.0
CLM31417,POL11538,2019-04-22,2019-04-22,Collision,Low,False,False,5264,4913.0,Moderate,2019-06-10,settled,0,49.0,5264.0,8.568836424568076,4913.0,8.499843553081124,CUST21538,41,Female,Unemployed,Cardiff,16312,21,Hatchback,3,Fair,1,1,1.0,1.0
CLM31419,POL12952,2020-06-24,2020-06-27,Theft,Low,False,False,11544,10519.0,Moderate,2020-08-01,settled,3,35.0,11544.0,9.354007721788596,10519.0,9.261033486291701,CUST22952,64,Male,Self-Employed,Newcastle,9240,45,SUV,7,Good,0,0,,
CLM31420,POL14109,2025-08-23,2025-08-23,Weather,Low,False,False,3761,3113.0,Minor,2025-11-09,settled,0,78.0,3761.0,8.232706009860976,3113.0,8.043663352393944,CUST24109,18,Male,Student,Manchester,16356,0,Coupe,9,Poor,0,0,,
CLM31421,POL12337,2019-04-10,2019-04-10,Collision,Low,False,False,36070,31538.0,Severe,2019-06-02,settled,0,53.0,36070.0,10.493244497383538,31538.0,10.358980154243941,CUST22337,49,Female,Self-Employed,Leeds,9412,31,Hatchback,14,Good,1,1,1.0,1.0
CLM31422,POL12443,2019-08-19,2019-08-20,Collision,Low,False,False,2727,2232.0,Minor,2019-11-01,settled,1,73.0,2727.0,7.911324018963353,2232.0,7.711101251840158,CUST22443,44,Female,Self-Employed,Edinburgh,10217,23,SUV,2,Good,1,1,1.0,1.0
CLM31423,POL10726,2021-10-07,2021-10-08,Collision,Low,True,False,3900,3570.0,Moderate,2021-12-18,settled,1,71.0,3900.0,8.268988209506656,3570.0,8.18060094759445,CUST20726,38,Male,Student,Manchester,17321,18,Hatchback,6,Fair,0,0,,
CLM31424,POL14050,2023-09-07,2023-09-12,Weather,High,False,False,7372,4628.0,Moderate,2024-08-26,settled,5,349.0,7372.0,8.90557995798965,4628.0,8.44009614103127,CUST24050,61,Female,Employed,Birmingham,9379,43,Sedan,11,Fair,0,0,,
CLM31425,POL12544,2023-06-21,2023-06-21,Collision,High,False,False,14570,10379.0,Major,2024-08-01,settled,0,407.0,14570.0,9.586788531013854,10379.0,9.24763615671988,CUST22544,66,Female,Retired,Cardiff,13337,45,Sedan,1,Excellent,0,0,,
CLM31426,POL10528,2024-02-29,2024-03-01,Collision,Low,False,False,2083,1667.0,Minor,2024-05-16,settled,1,76.0,2083.0,7.642044402873258,1667.0,7.419380582918692,CUST20528,77,Female,Retired,Leeds,12740,59,Sedan,20,Fair,0,0,,
CLM31427,POL10335,2025-07-10,2025-07-10,Collision,Medium,False,False,5669,3750.0,Moderate,2025-12-23,settled,0,166.0,5669.0,8.642944396721798,3750.0,8.229777750081887,CUST20335,55,Female,Employed,Edinburgh,12853,33,SUV,1,Excellent,0,0,,
CLM31428,POL12639,2023-09-03,2023-09-03,Collision,Low,False,False,1897,1677.0,Minor,2023-10-14,settled,0,41.0,1897.0,7.5485559791698735,1677.0,7.425357887027151,CUST22639,44,Male,Employed,Liverpool,10129,24,SUV,5,Fair,0,0,,
CLM31429,POL12104,2023-05-12,2023-05-12,Fire,Medium,False,False,202848,174401.0,Severe,2023-10-10,settled,0,151.0,172096.3800000004,12.055815758376605,174401.0,12.069118258281168,CUST22104,28,Female,Student,Manchester,19926,9,SUV,14,Good,0,0,,
CLM31430,POL13001,2021-10-11,2021-10-14,Theft,High,False,False,81590,80142.0,Severe,2022-11-06,settled,3,388.0,81590.0,11.309474240751708,80142.0,11.291567817979125,CUST23001,76,Female,Retired,Bristol,2859,56,Hatchback,18,Poor,0,0,,
CLM31432,POL10451,2024-06-17,2024-06-18,Fire,Low,False,False,14791,11926.0,Minor,2024-09-03,settled,1,77.0,14791.0,9.60184177306696,11926.0,9.386560016578668,CUST20451,21,Female,Employed,Glasgow,3599,3,Hatchback,10,Fair,0,0,,
CLM31433,POL11229,2019-12-29,2019-12-29,Weather,Low,False,False,2703,2027.0,Minor,2020-03-13,settled,0,75.0,2703.0,7.902487437162855,2027.0,7.614805364711073,CUST21229,38,Female,Employed,Glasgow,6864,19,Sedan,6,Good,0,0,,
CLM31434,POL12809,2022-08-02,2022-08-03,Theft,Low,False,False,7717,6943.0,Minor,2022-10-25,settled,1,83.0,7717.0,8.951310542097564,6943.0,8.845633256340186,CUST22809,38,Female,Student,Liverpool,11665,19,SUV,9,Excellent,0,0,,
CLM31435,POL12305,2023-07-15,2023-07-15,Collision,Medium,False,False,13004,12184.0,Major,2023-11-14,settled,0,122.0,13004.0,9.473089177882752,12184.0,9.407960966059306,CUST22305,35,Male,Employed,Liverpool,12121,16,Sedan,0,Excellent,0,0,,
CLM31436,POL13363,2019-12-17,2019-12-19,Other,Medium,False,False,7038,5301.0,Moderate,2020-03-09,settled,2,81.0,7038.0,8.85922139360813,5301.0,8.57583938684897,CUST23363,47,Male,Employed,Manchester,8456,27,Hatchback,14,Excellent,0,0,,
CLM31437,POL12356,2021-11-22,2021-11-22,Collision,Medium,False,False,36486,29984.0,Severe,2022-02-22,settled,0,92.0,36486.0,10.504711311745423,29984.0,10.30845253560261,CUST22356,77,Female,Unemployed,Leeds,16206,58,Sedan,11,Poor,2,1,1.0,1.0
CLM31438,POL10446,2025-05-14,2025-05-16,Theft,Low,False,False,3263,2866.0,Minor,2025-07-01,settled,2,46.0,3263.0,8.090708716083997,2866.0,7.96102146588337,CUST20446,29,Male,Student,Edinburgh,11947,7,Hatchback,2,Excellent,0,0,,
CLM31439,POL12655,2024-03-04,2024-03-06,Theft,Medium,False,False,11918,7197.0,Moderate,2024-07-17,settled,2,133.0,11918.0,9.385889044482708,7197.0,8.881558488638976,CUST22655,72,Male,Self-Employed,Leeds,9990,53,Hatchback,0,Excellent,0,0,,
CLM31440,POL12263,2024-08-16,2024-08-16,Collision,Low,False,True,3378,4202.0,Moderate,2024-09-28,settled,0,43.0,3378.0,8.12533508671429,4202.0,8.343553835005117,CUST22263,41,Female,Employed,Leeds,12076,19,Van,11,Excellent,0,0,,
CLM31441,POL13065,2022-03-05,2022-04-04,Collision,Low,False,False,2527,2066.0,Minor,2022-06-06,settled,30,63.0,2527.0,7.8351837552667485,2066.0,7.633853559681768,CUST23065,73,Female,Retired,Cardiff,16129,52,Coupe,8,Good,0,0,,
CLM31442,POL10862,2019-03-24,2019-03-26,Weather,High,False,False,25118,19885.0,Major,2019-12-19,settled,2,268.0,25118.0,10.131379810872541,19885.0,9.897771245540019,CUST20862,65,Female,Retired,Bristol,14803,44,Sedan,5,Good,2,1,1.0,1.0
